# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
Italy,2015-09-13,Sassuolo,Atalanta,2,2,2.2,3.3,3.4,2.2,3.1,3.4,2.2,3.2,3.2
Italy,2016-03-20,Atalanta,Bologna,2,0,2.2,3.0,3.8,2.2,3.0,3.5,2.1,3.1,3.5
Italy,2016-03-20,Hellas Verona,Carpi,1,2,2.15,3.25,3.6,2.15,3.1,3.5,2.3,3.2,3.0
Italy,2016-03-20,Sampdoria,Chievo Verona,0,1,1.91,3.3,4.5,1.85,3.3,4.4,1.9,3.3,4.0
Italy,2016-03-20,Frosinone,Fiorentina,0,0,7.0,4.0,1.53,6.25,3.9,1.53,5.5,4.0,1.55
Italy,2016-03-20,Napoli,Genoa,3,1,1.29,5.5,11.0,1.28,4.75,12.5,1.25,5.5,10.3
Italy,2016-03-19,Roma,Inter,1,1,1.73,3.75,5.0,1.7,3.5,5.0,1.8,3.5,4.2
Italy,2016-03-20,Torino,Juventus,1,4,4.75,3.1,1.95,4.25,3.4,1.85,4.4,3.4,1.8
Italy,2016-03-20,Milan,Lazio,1,1,2.0,3.3,4.0,2.0,3.25,3.75,2.0,3.3,3.6
Italy,2016-03-19,Empoli,Palermo,0,0,1.7,3.75,5.0,1.72,3.7,4.6,1.8,3.5,4.2
Italy,2016-03-20,Sassuolo,Udinese,1,1,1.91,3.4,4.33,1.87,3.3,4.33,1.9,3.3,4.0
Italy,2016-04-02,Juventus,Empoli,1,0,1.3,5.0,12.0,1.3,5.0,10.0,1.2,5.8,13.0
Italy,2016-04-03,Genoa,Frosinone,4,0,1.53,4.0,6.5,1.5,4.0,6.5,1.55,3.9,5.6
Italy,2016-04-04,Bologna,Hellas Verona,0,1,1.85,3.5,4.5,1.83,3.4,4.4,2.0,3.3,3.6
Italy,2016-04-03,Atalanta,Milan,2,1,3.3,3.3,2.25,3.2,3.1,2.3,3.2,3.2,2.2
Italy,2016-04-03,Udinese,Napoli,3,1,6.5,4.33,1.5,7.0,4.25,1.44,7.0,4.0,1.45
Italy,2016-04-03,Chievo Verona,Palermo,3,1,2.1,3.4,3.6,2.1,3.2,3.6,2.3,3.2,3.0
Italy,2016-04-03,Lazio,Roma,1,4,3.3,3.4,2.2,3.4,3.25,2.15,3.2,3.2,2.2
Italy,2016-04-03,Fiorentina,Sampdoria,1,1,1.62,3.8,6.0,1.6,3.8,5.5,1.6,3.7,5.4
Italy,2016-04-02,Carpi,Sassuolo,1,3,3.1,3.1,2.5,3.0,3.0,2.45,2.6,3.2,2.6
Italy,2016-04-03,Inter,Torino,1,2,1.8,3.75,4.33,1.75,3.5,4.6,1.7,3.6,4.7
Italy,2016-04-10,Torino,Atalanta,2,1,1.83,3.4,4.5,1.87,3.3,4.25,1.9,3.3,4.0
Italy,2016-04-11,Roma,Bologna,1,1,1.33,4.75,10.0,1.33,4.75,9.0,1.35,4.8,7.6
Italy,2016-04-09,Chievo Verona,Carpi,1,0,2.0,3.2,4.0,2.1,3.2,3.6,2.3,3.1,3.1
Italy,2016-04-10,Empoli,Fiorentina,2,0,3.0,3.2,2.4,2.95,3.25,2.35,2.85,3.2,2.4
Italy,2016-04-09,Sassuolo,Genoa,0,1,2.0,3.3,3.8,2.05,3.2,3.7,2.1,3.2,3.4
Italy,2016-04-10,Napoli,Hellas Verona,3,0,1.2,6.5,13.0,1.22,6.75,10.0,1.22,5.5,12.0
Italy,2016-04-09,Frosinone,Inter,0,1,6.0,3.75,1.57,5.75,3.8,1.57,5.5,4.0,1.55
Italy,2016-04-09,Milan,Juventus,1,2,4.0,3.1,2.05,3.75,3.25,2.0,3.6,3.3,2.0
Italy,2016-04-10,Palermo,Lazio,0,3,3.4,3.4,2.1,3.4,3.3,2.1,2.9,3.3,2.3
Italy,2016-04-10,Sampdoria,Udinese,2,0,2.0,3.4,3.75,2.0,3.3,3.75,2.1,3.1,3.5
Italy,2016-04-17,Udinese,Chievo Verona,0,0,1.95,3.4,4.2,1.9,3.25,4.25,1.9,3.45,3.8
Italy,2016-04-17,Lazio,Empoli,2,0,1.73,3.75,5.0,1.67,3.6,5.25,1.7,3.6,4.7
Italy,2016-04-17,Hellas Verona,Frosinone,1,2,1.8,3.8,4.33,1.8,3.5,4.4,1.85,3.45,4.0
Italy,2016-04-16,Carpi,Genoa,4,1,2.75,3.1,2.75,2.75,2.9,2.75,2.4,3.2,2.85
Italy,2016-04-17,Sampdoria,Milan,0,1,3.0,3.3,2.4,3.0,3.25,2.35,2.85,3.2,2.4
Italy,2016-04-16,Inter,Napoli,2,0,3.0,3.2,2.5,2.65,3.3,2.55,2.75,3.2,2.5
Italy,2016-04-17,Juventus,Palermo,4,0,1.14,8.0,21.0,1.16,7.0,16.0,1.15,7.0,15.0
Italy,2016-04-17,Atalanta,Roma,3,3,5.0,3.6,1.75,4.5,3.6,1.75,4.5,3.5,1.75
Italy,2016-04-17,Fiorentina,Sassuolo,3,1,1.85,3.6,4.33,1.75,3.5,4.6,1.8,3.5,4.2
Italy,2016-04-16,Bologna,Torino,0,1,2.8,3.1,2.7,2.75,2.95,2.75,2.75,3.0,2.65
Italy,2016-04-20,Palermo,Atalanta,2,2,2.7,3.2,2.75,2.6,3.2,2.7,2.5,3.3,2.65
Italy,2016-04-19,Napoli,Bologna,6,0,1.22,6.0,15.0,1.25,6.25,11.5,1.22,5.5,12.0
Italy,2016-04-21,Milan,Carpi,0,0,1.44,4.5,7.5,1.44,4.4,6.75,1.45,4.0,7.0
Italy,2016-04-20,Udinese,Fiorentina,2,1,3.3,3.4,2.2,3.3,3.3,2.15,3.1,3.3,2.2
Italy,2016-04-20,Chievo Verona,Frosinone,5,1,1.85,3.6,4.0,1.83,3.5,4.25,1.9,3.45,3.8
Italy,2016-04-20,Empoli,Hellas Verona,1,0,1.83,3.6,4.5,1.85,3.6,4.0,1.85,3.45,4.0
Italy,2016-04-20,Genoa,Inter,1,0,3.6,3.5,2.05,3.5,3.25,2.1,3.1,3.3,2.2
Italy,2016-04-20,Juventus,Lazio,3,0,1.5,4.2,7.0,1.5,4.0,6.5,1.5,4.0,6.1
Italy,2016-04-20,Sassuolo,Sampdoria,0,0,1.91,3.6,4.0,1.95,3.4,3.75,2.0,3.3,3.6
Italy,2016-04-20,Roma,Torino,3,2,1.45,4.33,7.0,1.45,4.33,6.5,1.5,4.0,6.1
Italy,2016-04-24,Atalanta,Chievo Verona,1,0,1.95,3.5,4.0,2.0,3.2,3.9,2.0,3.2,3.7
Italy,2016-04-25,Carpi,Empoli,1,0,1.83,3.6,4.5,1.85,3.3,4.33,1.8,3.5,4.2
Italy,2016-04-24,Bologna,Genoa,2,0,2.25,3.2,3.4,2.3,3.1,3.2,2.1,3.2,3.4
Italy,2016-04-24,Fiorentina,Juventus,1,2,3.5,3.3,2.15,3.6,3.3,2.05,3.8,3.45,1.9
Italy,2016-04-24,Sampdoria,Lazio,2,1,2.8,3.2,2.6,2.7,3.2,2.6,2.5,3.3,2.65
Italy,2016-04-25,Hellas Verona,Milan,2,1,5.0,3.6,1.75,5.0,3.75,1.67,5.0,3.9,1.6
Italy,2016-04-25,Roma,Napoli,1,0,2.45,3.4,2.9,2.55,3.3,2.65,2.5,3.3,2.65
Italy,2016-04-24,Frosinone,Palermo,0,2,2.38,3.4,3.0,2.3,3.3,3.0,2.4,3.3,2.75
Italy,2016-04-24,Torino,Sassuolo,1,3,2.05,3.5,3.6,2.05,3.25,3.6,2.0,3.3,3.6
Italy,2016-04-23,Inter,Udinese,3,1,1.44,4.2,8.5,1.44,4.33,7.0,1.45,4.0,7.0
Italy,2016-05-02,Napoli,Atalanta,2,1,1.17,7.5,17.0,1.15,8.0,17.0,1.17,6.5,14.0
Italy,2016-05-01,Empoli,Bologna,0,0,2.25,3.2,3.3,2.3,3.3,3.2,2.3,3.3,2.9
Italy,2016-05-01,Juventus,Carpi,2,0,1.25,5.5,13.0,1.28,5.5,11.5,1.35,4.8,7.6
Italy,2016-04-30,Chievo Verona,Fiorentina,0,0,3.8,3.3,2.05,3.75,3.4,2.05,3.1,3.3,2.2
Italy,2016-05-01,Milan,Frosinone,3,3,1.22,6.0,15.0,1.25,6.25,11.5,1.3,5.5,8.0
Italy,2016-05-01,Sassuolo,Hellas Verona,1,0,1.5,4.0,7.5,1.53,4.4,6.0,1.55,4.0,5.5
Italy,2016-05-01,Lazio,Inter,2,0,2.5,3.3,2.9,2.5,3.3,2.9,2.5,3.3,2.65
Italy,2016-05-02,Genoa,Roma,2,3,5.5,3.75,1.67,5.25,4.0,1.65,4.7,3.6,1.7
Italy,2016-05-01,Palermo,Sampdoria,2,0,1.95,3.5,4.0,1.95,3.6,3.8,1.9,3.45,3.8
Italy,2016-04-30,Udinese,Torino,1,5,1.95,3.4,4.2,1.95,3.4,4.1,1.9,3.45,3.8
Italy,2016-05-08,Roma,Chievo Verona,3,0,1.22,6.5,13.0,1.25,5.5,12.0,1.22,6.0,10.5
Italy,2016-05-07,Inter,Empoli,2,1,1.36,5.0,8.5,1.33,5.25,8.0,1.37,4.6,7.5
Italy,2016-05-08,Sampdoria,Genoa,0,3,2.38,3.25,3.1,2.3,3.2,3.1,2.3,3.3,2.9
Italy,2016-05-08,Hellas Verona,Juventus,2,1,6.0,4.33,1.53,6.0,4.2,1.5,7.0,4.0,1.45
Italy,2016-05-08,Carpi,Lazio,1,3,2.4,3.4,2.88,2.35,3.2,3.0,2.3,3.4,2.8
Italy,2016-05-07,Bologna,Milan,0,1,3.6,3.4,2.1,3.6,3.3,2.05,3.6,3.3,2.0
Italy,2016-05-08,Torino,Napoli,1,2,7.5,5.0,1.4,6.5,4.5,1.44,6.8,4.6,1.4
Italy,2016-05-08,Fiorentina,Palermo,0,0,2.0,3.5,3.75,1.9,3.5,3.9,1.9,3.5,3.7
Italy,2016-05-08,Frosinone,Sassuolo,0,1,3.8,3.8,1.91,3.9,3.5,1.9,3.4,3.5,2.0
Italy,2016-05-08,Atalanta,Udinese,1,1,3.8,3.3,2.05,3.7,3.3,2.0,3.3,3.3,2.1
Italy,2016-05-15,Genoa,Atalanta,1,2,1.85,3.6,4.2,1.9,3.5,3.9,1.9,3.45,3.8
Italy,2016-05-15,Chievo Verona,Bologna,0,0,2.15,3.4,3.4,2.1,3.25,3.5,2.2,3.2,3.2
Italy,2016-05-15,Udinese,Carpi,1,2,2.3,3.4,3.1,2.2,3.4,3.1,2.5,3.5,2.5
Italy,2016-05-15,Lazio,Fiorentina,2,4,2.1,3.4,3.5,2.15,3.5,3.1,2.1,3.3,3.3
Italy,2016-05-14,Napoli,Frosinone,4,0,1.1,10.0,26.0,1.08,10.0,21.0,1.1,8.0,20.0
Italy,2016-05-15,Palermo,Hellas Verona,3,2,1.2,7.0,13.0,1.2,6.5,11.5,1.2,6.5,10.5
Italy,2016-05-14,Sassuolo,Inter,3,1,1.85,3.8,4.0,1.85,3.5,4.1,1.85,3.6,3.8
Italy,2016-05-14,Milan,Roma,1,3,3.25,3.6,2.1,3.0,3.5,2.2,2.8,3.4,2.3
Italy,2016-05-14,Juventus,Sampdoria,5,0,1.25,6.0,10.0,1.3,5.0,9.75,1.35,4.8,7.6
Italy,2016-05-15,Empoli,Torino,2,1,2.55,3.5,2.7,2.45,3.4,2.7,2.3,3.2,3.0
Italy,2015-09-20,Atalanta,Hellas Verona,1,1,2.0,3.5,3.75,2.05,3.4,3.5,1.9,3.45,3.8
Italy,2015-09-20,Bologna,Frosinone,1,0,1.95,3.4,4.0,1.95,3.3,4.0,1.85,3.45,4.0
Italy,2015-09-20,Carpi,Fiorentina,0,1,4.33,3.4,1.91,4.6,3.6,1.83,4.0,3.45,1.85
Italy,2015-09-20,Chievo Verona,Inter,0,1,3.75,3.3,2.1,3.75,3.25,2.15,3.2,3.2,2.2
Italy,2015-09-20,Genoa,Juventus,0,2,4.5,3.5,1.83,5.0,3.4,1.83,4.2,3.5,1.8
Italy,2015-09-19,Milan,Palermo,3,2,1.73,3.75,5.0,1.73,3.6,5.5,1.75,3.5,4.5
Italy,2015-09-20,Napoli,Lazio,5,0,1.91,3.6,4.0,1.9,3.6,4.25,1.85,3.45,4.0
Italy,2015-09-20,Roma,Sassuolo,2,2,1.4,4.5,8.5,1.42,4.75,8.25,1.4,4.4,7.3
Italy,2015-09-20,Torino,Sampdoria,2,0,1.83,3.6,4.33,1.85,3.5,4.1,1.85,3.45,4.0
Italy,2015-09-19,Udinese,Empoli,1,2,2.25,3.3,3.3,2.2,3.0,3.5,2.1,3.3,3.3
Italy,2015-09-23,Carpi,Napoli,0,0,6.5,4.0,1.55,6.25,3.9,1.57,5.6,3.9,1.55
Italy,2015-09-23,Chievo Verona,Torino,1,0,2.8,3.25,2.6,2.7,3.1,2.65,2.75,3.2,2.5
Italy,2015-09-24,Empoli,Atalanta,0,1,2.15,3.3,3.5,2.15,3.1,3.5,2.2,3.3,3.1
Italy,2015-09-23,Fiorentina,Bologna,2,0,1.5,4.0,7.5,1.5,4.0,6.5,1.55,3.9,5.6
Italy,2015-09-23,Inter,Hellas Verona,1,0,1.33,5.0,10.0,1.36,5.0,8.5,1.4,4.4,7.3
Italy,2015-09-23,Juventus,Frosinone,1,1,1.17,7.0,19.0,1.17,7.25,16.5,1.15,7.0,15.0
Italy,2015-09-23,Lazio,Genoa,2,0,1.75,3.75,4.75,1.75,3.5,4.6,1.7,3.6,4.7
Italy,2015-09-23,Palermo,Sassuolo,0,1,2.15,3.4,3.4,2.2,3.25,3.2,2.0,3.3,3.6
Italy,2015-09-23,Sampdoria,Roma,2,1,4.5,3.6,1.83,4.1,3.7,1.87,3.8,3.45,1.9
Italy,2015-09-22,Udinese,Milan,2,3,3.3,3.3,2.25,3.3,3.2,2.3,2.9,3.3,2.3
Italy,2015-09-28,Atalanta,Sampdoria,2,1,2.1,3.4,3.6,2.15,3.25,3.4,2.2,3.2,3.2
Italy,2015-09-27,Bologna,Udinese,1,2,2.4,3.1,3.2,2.4,3.1,3.0,2.4,3.2,2.85
Italy,2015-09-28,Frosinone,Empoli,2,0,3.0,3.3,2.4,3.0,3.2,2.35,2.85,3.2,2.4
Italy,2015-09-27,Genoa,Milan,1,0,3.3,3.2,2.3,3.25,3.2,2.3,2.9,3.3,2.3
Italy,2015-09-27,Hellas Verona,Lazio,1,2,3.75,3.4,2.05,3.5,3.4,2.05,3.6,3.3,2.0
Italy,2015-09-27,Inter,Fiorentina,1,4,1.8,3.6,4.5,1.85,3.5,4.4,1.8,3.5,4.2
Italy,2015-09-26,Napoli,Juventus,2,1,2.2,3.3,3.4,2.25,3.2,3.4,2.2,3.2,3.2
Italy,2015-09-26,Roma,Carpi,5,1,1.25,6.0,12.0,1.26,6.0,11.0,1.25,5.5,10.3
Italy,2015-09-27,Sassuolo,Chievo Verona,1,1,2.2,3.2,3.5,2.25,3.0,3.4,2.2,3.1,3.3
Italy,2015-09-27,Torino,Palermo,2,1,1.75,3.6,5.0,1.8,3.5,4.4,1.8,3.4,4.4
Italy,2015-10-03,Carpi,Torino,2,1,3.5,3.2,2.2,3.2,3.3,2.2,3.3,3.3,2.1
Italy,2015-10-03,Chievo Verona,Hellas Verona,1,1,2.1,3.3,3.75,2.05,3.25,3.6,2.1,3.3,3.3
Italy,2015-10-04,Empoli,Sassuolo,1,0,2.4,3.2,3.1,2.5,3.1,2.9,2.5,3.2,2.75
Italy,2015-10-04,Fiorentina,Atalanta,3,0,1.67,3.6,5.75,1.67,3.8,4.75,1.6,3.7,5.4
Italy,2015-10-04,Juventus,Bologna,3,1,1.22,6.0,16.0,1.25,6.0,12.0,1.25,5.5,10.3
Italy,2015-10-04,Lazio,Frosinone,2,0,1.29,5.5,11.0,1.3,5.0,9.75,1.3,5.0,9.0
Italy,2015-10-04,Milan,Napoli,0,4,3.0,3.4,2.38,2.95,3.3,2.5,2.6,3.2,2.6
Italy,2015-10-04,Palermo,Roma,2,4,4.0,3.5,1.95,4.1,3.5,1.95,3.8,3.45,1.9
Italy,2015-10-04,Sampdoria,Inter,1,1,4.0,3.5,1.95,4.0,3.4,2.0,3.6,3.3,2.0
Italy,2015-10-04,Udinese,Genoa,1,1,2.5,3.1,3.1,2.5,3.1,2.9,2.4,3.2,2.85
Italy,2015-10-18,Atalanta,Carpi,3,0,1.75,3.6,5.0,1.8,3.4,5.0,1.8,3.5,4.2
Italy,2015-10-18,Bologna,Palermo,0,1,2.5,3.2,3.0,2.65,2.95,2.8,2.5,3.2,2.75
Italy,2015-10-18,Frosinone,Sampdoria,2,0,3.1,3.2,2.4,2.9,3.25,2.4,2.9,3.3,2.3
Italy,2015-10-18,Genoa,Chievo Verona,3,2,2.05,3.3,3.8,2.1,3.2,3.5,2.0,3.3,3.6
Italy,2015-10-18,Hellas Verona,Udinese,1,1,2.3,3.3,3.2,2.35,3.2,3.0,2.3,3.3,2.9
Italy,2015-10-18,Inter,Juventus,0,0,2.63,3.2,2.8,2.7,3.1,2.8,2.6,3.2,2.6
Italy,2015-10-18,Napoli,Fiorentina,2,1,1.73,3.75,5.0,1.75,3.7,4.75,1.75,3.5,4.5
Italy,2015-10-17,Roma,Empoli,3,1,1.4,4.75,8.0,1.4,4.5,7.75,1.4,4.4,7.3
Italy,2015-10-18,Sassuolo,Lazio,2,1,3.0,3.2,2.45,2.8,3.1,2.55,3.0,3.2,2.3
Italy,2015-10-17,Torino,Milan,1,1,2.35,3.2,3.2,2.4,3.3,3.1,2.3,3.3,2.9
Italy,2015-10-24,Carpi,Bologna,1,2,2.1,3.2,3.8,2.2,3.0,3.5,2.2,3.2,3.2
Italy,2015-10-25,Chievo Verona,Napoli,0,1,4.5,3.6,1.83,4.5,3.5,1.83,4.2,3.5,1.8
Italy,2015-10-24,Empoli,Genoa,2,0,2.4,3.2,3.1,2.5,2.95,3.0,2.3,3.2,3.0
Italy,2015-10-25,Fiorentina,Roma,1,2,2.5,3.4,2.8,2.6,3.25,2.9,2.6,3.2,2.6
Italy,2015-10-25,Juventus,Atalanta,2,0,1.33,5.0,10.0,1.35,4.75,10.0,1.4,4.4,7.3
Italy,2015-10-25,Lazio,Torino,3,0,1.91,3.5,4.2,1.9,3.3,4.4,1.9,3.45,3.8
Italy,2015-10-25,Milan,Sassuolo,2,1,1.75,3.6,5.0,1.8,3.6,4.6,1.75,3.5,4.5
Italy,2015-10-24,Palermo,Inter,1,1,4.0,3.3,2.0,3.9,3.4,2.05,3.6,3.3,2.0
Italy,2015-10-25,Sampdoria,Hellas Verona,4,1,2.0,3.3,4.0,1.95,3.3,4.0,1.9,3.45,3.8
Italy,2015-10-25,Udinese,Frosinone,1,0,1.67,3.75,5.5,1.75,3.6,4.5,1.8,3.5,4.2
Netherlands,2015-08-11,SC Heerenveen,De Graafschap,3,1,1.55,4.33,5.25,1.53,4.25,5.25,1.55,3.7,5.0
Netherlands,2015-08-12,PEC Zwolle,SC Cambuur,2,2,1.85,3.6,4.0,1.85,3.6,3.8,1.85,3.2,3.8
Netherlands,2015-08-08,Roda JC Kerkrade,Heracles Almelo,3,1,2.15,3.5,3.2,2.1,3.4,3.2,2.1,3.1,3.2
Netherlands,2015-08-11,ADO Den Haag,PSV,2,2,5.5,4.0,1.57,5.0,4.1,1.57,5.0,3.7,1.55
Netherlands,2015-08-08,Feyenoord,FC Utrecht,3,2,1.44,4.75,6.0,1.42,4.33,6.75,1.45,3.9,6.0
Netherlands,2015-08-09,AZ,Ajax,0,3,3.0,3.5,2.25,2.85,3.3,2.35,2.7,3.1,2.4
Netherlands,2015-08-12,N.E.C.,Excelsior,1,0,1.75,3.75,4.5,1.75,3.75,4.2,1.75,3.3,4.2
Netherlands,2015-08-12,FC Groningen,FC Twente,1,1,2.45,3.4,2.75,2.45,3.3,2.7,2.5,3.1,2.6
Netherlands,2015-08-09,Willem II,Vitesse,1,1,3.0,3.4,2.3,2.95,3.4,2.25,,,
Netherlands,2015-10-23,PEC Zwolle,FC Utrecht,1,2,2.25,3.5,3.0,2.1,3.4,3.2,2.2,3.4,2.8
Netherlands,2015-10-24,Willem II,SC Heerenveen,2,2,2.2,3.4,3.2,2.25,3.3,3.0,2.2,3.3,2.9
Netherlands,2015-10-24,De Graafschap,Heracles Almelo,0,1,3.0,3.6,2.2,3.25,3.5,2.05,3.4,3.5,1.9
Netherlands,2015-10-24,FC Twente,PSV,1,3,4.2,4.0,1.73,4.0,4.0,1.72,3.9,3.6,1.75
Netherlands,2015-10-24,Roda JC Kerkrade,Excelsior,1,2,1.67,4.1,4.0,1.8,3.6,4.0,1.8,3.5,3.8
Netherlands,2015-10-25,SC Cambuur,ADO Den Haag,1,1,2.35,3.4,2.88,2.3,3.3,2.9,2.4,3.3,2.65
Netherlands,2015-10-25,Vitesse,Ajax,1,3,2.4,3.3,2.88,2.45,3.25,2.75,2.5,3.3,2.5
Netherlands,2015-10-25,N.E.C.,FC Groningen,1,1,2.2,3.4,3.2,2.2,3.4,3.0,2.2,3.3,2.9
Netherlands,2015-10-25,Feyenoord,AZ,3,1,1.4,4.5,7.5,1.42,4.33,6.75,1.4,4.0,6.5
Netherlands,2015-10-30,Heracles Almelo,Willem II,2,1,1.75,3.8,4.33,1.83,3.5,4.1,1.9,3.4,3.5
Netherlands,2015-10-31,FC Groningen,PEC Zwolle,2,0,1.91,3.6,3.75,1.95,3.4,3.6,1.9,3.4,3.5
Netherlands,2015-10-31,Ajax,Roda JC Kerkrade,6,0,1.22,6.5,11.0,1.22,5.75,11.0,1.25,5.0,9.5
Netherlands,2015-10-31,Excelsior,Vitesse,0,3,4.75,3.6,1.73,4.75,3.4,1.75,4.1,3.7,1.7
Netherlands,2015-10-31,De Graafschap,PSV,3,6,9.0,5.5,1.3,8.0,5.25,1.3,8.5,4.6,1.3
Netherlands,2015-11-01,ADO Den Haag,Feyenoord,1,0,5.0,3.6,1.7,4.75,3.5,1.7,4.1,3.7,1.7
Netherlands,2015-11-01,SC Heerenveen,SC Cambuur,2,0,1.73,3.6,4.75,1.72,3.6,4.5,1.65,3.6,4.5
Netherlands,2015-11-01,FC Utrecht,FC Twente,4,2,2.0,3.5,3.6,2.0,3.4,3.5,1.9,3.4,3.5
Netherlands,2015-11-01,AZ,N.E.C.,2,4,1.75,3.75,4.33,1.78,3.5,4.33,1.8,3.3,4.0
Netherlands,2015-11-06,Roda JC Kerkrade,ADO Den Haag,1,1,2.5,3.4,2.7,2.35,3.3,2.85,2.4,3.2,2.7
Netherlands,2015-11-07,FC Twente,SC Heerenveen,1,4,2.0,3.6,3.5,1.95,3.5,3.5,1.9,3.4,3.6
Netherlands,2015-11-07,N.E.C.,De Graafschap,2,0,1.44,4.5,6.5,1.44,4.4,6.25,1.4,4.1,7.0
Netherlands,2015-11-07,Willem II,Excelsior,2,3,1.75,3.6,4.6,1.8,3.5,4.2,1.9,3.4,3.6
Netherlands,2015-11-07,PEC Zwolle,Heracles Almelo,1,1,2.15,3.4,3.3,2.2,3.4,3.0,2.2,3.3,2.9
Netherlands,2015-11-08,PSV,FC Utrecht,3,1,1.3,5.75,8.0,1.28,5.5,8.75,1.25,5.0,10.0
Netherlands,2015-11-08,SC Cambuur,FC Groningen,2,2,2.55,3.4,2.63,2.6,3.2,2.6,2.7,3.2,2.4
Netherlands,2015-11-08,Feyenoord,Ajax,1,1,2.3,3.4,3.0,2.3,3.4,3.0,2.3,3.3,2.75
Netherlands,2015-11-08,Vitesse,AZ,0,2,1.5,4.33,6.0,1.48,4.25,6.0,1.55,3.9,5.0
Netherlands,2015-11-21,AZ,SC Heerenveen,3,1,1.91,3.75,3.6,1.87,3.5,3.8,1.85,3.6,3.6
Netherlands,2015-11-21,Roda JC Kerkrade,PEC Zwolle,0,5,2.6,3.4,2.6,2.5,3.4,2.6,2.5,3.3,2.5
Netherlands,2015-11-21,Ajax,SC Cambuur,5,1,1.17,6.5,17.0,1.19,7.5,9.25,1.15,6.2,14.0
Netherlands,2015-11-21,Willem II,PSV,2,2,6.5,4.5,1.44,5.5,4.25,1.5,5.5,4.0,1.5
Netherlands,2015-11-21,De Graafschap,FC Groningen,1,2,3.4,3.5,2.05,3.5,3.3,2.05,3.3,3.3,2.0
Netherlands,2015-11-22,Heracles Almelo,Excelsior,0,0,1.57,4.2,5.25,1.57,4.0,5.25,1.6,3.6,5.0
Netherlands,2015-11-22,Feyenoord,FC Twente,5,0,1.36,4.75,8.0,1.36,4.6,8.0,1.3,5.0,8.0
Netherlands,2015-11-22,N.E.C.,FC Utrecht,1,0,2.3,3.4,3.0,2.3,3.25,3.0,2.2,3.3,2.9
Netherlands,2015-11-22,ADO Den Haag,Vitesse,2,2,3.6,3.5,2.0,3.6,3.4,1.95,3.5,3.5,1.9
Netherlands,2015-11-27,SC Cambuur,De Graafschap,2,3,1.8,3.6,4.33,1.8,3.6,4.0,1.85,3.5,3.7
Netherlands,2015-11-28,SC Heerenveen,Roda JC Kerkrade,3,0,1.62,4.0,5.0,1.62,3.9,4.75,1.6,3.8,4.6
Netherlands,2015-11-28,Excelsior,Feyenoord,2,4,5.75,4.2,1.53,6.25,4.1,1.48,5.3,4.0,1.5
Netherlands,2015-11-28,FC Twente,Willem II,1,3,2.05,3.6,3.4,2.0,3.4,3.5,1.9,3.5,3.5
Netherlands,2015-11-29,Vitesse,N.E.C.,1,0,1.53,4.2,5.75,1.48,4.33,5.75,1.45,3.9,6.5
Netherlands,2015-11-29,PEC Zwolle,Ajax,0,2,4.75,3.6,1.73,4.6,3.8,1.67,4.3,3.7,1.65
Netherlands,2015-11-29,FC Groningen,ADO Den Haag,2,1,2.0,3.5,3.6,1.95,3.6,3.5,1.9,3.5,3.5
Netherlands,2015-11-29,FC Utrecht,Heracles Almelo,4,2,1.85,3.5,4.2,1.9,3.5,3.75,1.9,3.5,3.5
Netherlands,2015-11-29,PSV,AZ,3,0,1.33,5.25,8.0,1.33,5.25,7.5,1.3,5.0,8.0
Netherlands,2015-12-04,AZ,ADO Den Haag,0,1,1.73,4.0,4.33,1.72,3.8,4.25,1.75,3.6,4.0
Netherlands,2015-12-05,Excelsior,FC Twente,1,1,2.0,3.5,3.5,2.05,3.5,3.25,2.1,3.4,3.0
Netherlands,2015-12-05,De Graafschap,FC Utrecht,0,1,3.5,3.6,2.0,3.7,3.4,1.95,3.1,3.5,2.0
Netherlands,2015-12-05,Vitesse,PSV,0,1,3.3,3.6,2.05,3.0,3.4,2.2,3.0,3.5,2.1
Netherlands,2015-12-05,Ajax,SC Heerenveen,5,2,1.29,5.5,9.5,1.28,5.25,9.5,1.25,5.0,10.0
Netherlands,2015-12-06,Willem II,SC Cambuur,3,0,1.7,3.75,4.75,1.75,3.75,4.2,1.7,3.6,4.2
Netherlands,2015-12-06,Feyenoord,Heracles Almelo,3,0,1.3,5.25,9.5,1.33,5.0,8.0,1.3,5.0,8.0
Netherlands,2015-12-06,N.E.C.,PEC Zwolle,2,2,2.0,3.6,3.5,2.05,3.4,3.3,2.0,3.4,3.2
Netherlands,2015-12-06,Roda JC Kerkrade,FC Groningen,0,0,2.8,3.5,2.38,2.75,3.3,2.4,2.6,3.4,2.4
Netherlands,2015-12-11,SC Heerenveen,Excelsior,2,1,1.65,3.75,5.25,1.7,3.5,4.75,1.65,3.5,4.6
Netherlands,2015-12-12,FC Twente,De Graafschap,2,1,1.7,4.0,4.33,1.7,3.9,4.2,1.65,3.5,4.6
Netherlands,2015-12-12,SC Cambuur,N.E.C.,3,1,3.1,3.25,2.3,3.0,3.3,2.25,2.8,3.2,2.3
Netherlands,2015-12-12,PSV,Roda JC Kerkrade,1,1,1.1,9.0,21.0,1.12,7.75,17.0,1.1,7.5,16.0
